Player,Tm,FantPos,G,Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Y/A,Rush TD,Tgt,Rec,Rec Yds,Y/R,Rec TD,Fmb,FL,Tot TD,2PM,2PP,FantPt,PPR,VBD,PosRk,OvRk,Opponent_15,Location_15,PointsAllowed_15,GameCompetitiveness_15,Opponent_16,Location_16,PointsAllowed_16,GameCompetitiveness_16,Opponent_17,Location_17,PointsAllowed_17,GameCompetitiveness_17,Partition,Proj Std Pts,Proj_Std_15,Proj_Std_16,Proj_Std_17,Proj PPR Pts,Proj_PPR_15,Proj_PPR_16,Proj_PPR_17
MyCole Pruitt,PIT,TE,5,0,0,0,0,0,0,0,0,0,0.8,0.4,3.8,9.5,0,0,0,0,0,0,0.4,0.78,,86,,PHI,0,4.6,0.7682403,BAL,0,8,1.055794,KAN,1,9.8,0.8197425,Test,0.4442976773,0.9255845019,1.2943398667,1.7007347165,0.8421532958,1.2737081682,1.642463533,2.0488583828
Craig Reynolds,DET,RB,9,0,0,0,0,0,1,2.67,2.67,0,0,0,0,0,0,0.11,0,0,0,0,0.22,0.27,,108,,BUF,1,21.5,0.5803571,CHI,0,18.5,0.5565476,SFO,0,18.3,0.6607143,Train,0.312557994,2.731523959,2.1791430067,2.1695596733,0.2765865664,2.7000489599,2.1476680075,2.1380846741
Aaron Shampklin,PIT,RB,3,0,0,0,0,0,2,5.67,2.83,0,0,0,0,0,0,0,0,0,0,0,0.67,0.57,,113,,PHI,0,13.7,0.7682403,BAL,0,15.2,1.055794,KAN,1,10,0.8197425,Train,0.6068199852,1.9777915214,2.1565468862,1.862941736,0.5718692662,1.9472096422,2.125965007,1.8323598568
Durham Smythe,MIA,TE,9,0,0,0,0,0,0,0,0,0,1,0.44,2.33,5.25,0,0,0,0,0,0,0.22,0.68,,83,,HOU,0,4.7,1.2486188,SFO,1,5.1,1.2265193,CLE,0,4.7,1.3701657,Train,0.2773165005,0.8375138164,1.1253038716,0.8496685125,0.6893032706,1.1980022402,1.4857922955,1.2101569364
Brevyn Spann-Ford,DAL,TE,9,0,0,0,0,0,0,0,0,0,0.67,0.22,2.22,10,0,0,0,0,0,0,0.22,0.44,,84,,CAR,0,11.5,1.5736041,TAM,1,9.6,1.3502538,PHI,0,4.6,0.9086294,Validation,0.2465996841,1.5231351297,1.5608001043,0.7666376678,0.4651181537,1.7143387906,1.7520037652,0.9578413286
Austin Trammell,JAX,WR,1,0,0,0,0,0,0,0,0,0,3,2,40,20,0,1,1,0,0,0,2,4,,168,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,2.0900311946,3.8351794117,3.6995709461,3.8579307345,4.1092237985,5.6019729401,5.4663644745,5.6247242629
Sione Vaki,DET,RB,8,0,0,0,0,0,0.13,0.63,5,0,0.13,0.13,2.13,17,0,0,0,0,0,0,0.25,0.4,,109,,BUF,1,21.5,0.5803571,CHI,0,18.5,0.5565476,SFO,0,18.3,0.6607143,Validation,0.3303397883,2.747083029,2.1947020767,2.1851187433,0.4509207156,2.8525913404,2.300210388,2.2906270547
Jonathan Ward,PIT,RB,4,0,0,0,0,0,1.25,5.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.55,,110,,PHI,0,13.7,0.7682403,BAL,0,15.2,1.055794,KAN,1,10,0.8197425,Validation,0.5979763909,1.9700533764,2.1488087412,1.855203591,0.6236088135,1.9924817461,2.1712371109,1.8776319607
Charlie Woerner,ATL,TE,10,0,0,0,0,0,0,0,0,0,0.4,0.2,1.7,8.5,0,0,0,0,0,0,0.2,0.37,,87,,LVR,0,9.4,1.2837838,NYG,1,3.9,1,WAS,0,6.9,0.9954955,Train,0.2135285036,1.255215819,0.9268374407,0.9763869902,0.3893097629,1.4090244209,1.0806460425,1.1301955921
Kenny Yeboah,NYJ,TE,2,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,1,1.8,,89,,JAX,0,9.1,1.5513514,LAR,1,9.2,1.2918919,BUF,0,5.1,1.0540541,Train,0.8351310486,1.7958748027,2.0299288567,1.3461450729,1.808303236,2.6474004667,2.8814545207,2.1976707369
Kyle Allen,PIT,QB,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,,57,,PHI,0,13.1,0.7682403,BAL,0,22,1.055794,KAN,1,16.1,0.8197425,Train,0.8176450629,2.1022634643,3.0210188291,2.6574136789,0.7686841076,2.0594226285,2.9781779933,2.6145728431
Robbie Chosen,MIA,WR,2,0,0,0,0,0,0,0,0,0,2,0.5,2.5,5,0,0,0,0,0,0,0.5,0.75,,183,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.3028508121,2.779856339,2.5876463943,2.9720110351,0.7762014395,3.1940381381,3.0018281933,3.3861928342
Mike Boone,CAR,RB,2,0,0,0,0,0,2,3.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0.5,0.35,,118,,DAL,1,22.4,1.7245509,ARI,1,19.9,1.3173653,TAM,0,19.5,1.5928144,Train,0.3920266443,3.0054784035,2.7147598407,2.4523047509,0.3561194625,2.9740596195,2.6833410567,2.4208859668
Jamison Crowder,WAS,WR,2,0,0,0,0,0,0,0,0,0,0.5,0.5,2.5,5,0,0,0,0,0,0,0.5,0.75,,184,,NOR,0,21.4,0.8428571,PHI,1,17.4,0.6392857,ATL,1,22,0.8892857,Train,0.2876755902,2.4760018557,2.3056447128,2.7906447128,0.7587376744,2.8881811794,2.7178240365,3.2028240365
Jaelon Darden,CLE,WR,5,0,0,0,0,0,0,0,0,0,0.2,0.2,1.2,6,0,0,0,0,0,0,0.2,0.32,,180,,KAN,1,18.8,1.1790123,CIN,0,20.9,1.6604938,MIA,1,17,1.3641975,Train,0.1617793359,2.3894581535,2.3976063017,2.227976672,0.3334671556,2.5396849957,2.5478331438,2.3782035142
Josiah Deguara,JAX,TE,8,0,0,0,0,0,0,0,0,0,0.25,0.25,1.25,5,0,0,0,0,0,0,0.13,0.38,,91,,NYJ,1,5,1.1640212,LVR,0,9.4,1.5079365,TEN,1,5,1.3915344,Train,0.1661867767,1.011815546,1.2362070804,1.0345668688,0.3865075403,1.2045962141,1.4289877485,1.2273475369
Grant Dubose,MIA,WR,2,0,0,0,0,0,0,0,0,0,1.5,0.5,6.5,13,0,0,0,0,0,0,0.5,1.15,,171,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.7017218458,3.1288684935,2.9366585488,3.3210231897,1.1825136886,3.5495613559,3.3573514112,3.7417160521
Payne Durham,TAM,TE,9,0,0,0,0,0,0,0,0,0,0.11,0.11,0.89,8,0,0,0,0,0,0,0.11,0.2,,94,,LAC,0,5.4,0.5197133,DAL,0,7.5,1.0322581,CAR,1,11.5,1.1111111,Train,0.1313032631,0.7068616814,0.9681161617,1.6260014663,0.2161793518,0.781128259,1.0423827393,1.7002680439
Devin Duvernay,JAX,WR,6,0,0,0,0,0,0.5,1.67,3.33,0,0.17,0.17,-0.17,-1,0,0,0,0,0,0,0.17,0.32,,174,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,0.1845462212,2.1678800599,2.0322715943,2.1906313827,0.3220528236,2.2881983371,2.1525898715,2.3109496598
Ryan Flournoy,DAL,WR,5,0,0,0,0,0,0,0,0,0,0.6,0.4,5,12.5,0,0.2,0.2,0,0,0,0.2,0.5,,185,,CAR,0,19,1.5736041,TAM,1,23.9,1.3502538,PHI,0,17.4,0.9086294,Train,0.1454599011,2.1846378196,2.9023027942,1.9581403576,0.5381484777,2.5282403241,3.2459052987,2.3017428622
Jody Fortson,KAN,TE,3,0,0,0,0,0,0,0,0,0,1,0.33,1.67,5,0,0,0,0,0,0,0.33,0.5,,101,,CLE,0,4.7,1.0333333,HOU,1,4.7,0.9416667,PIT,0,6,0.675,Train,0.21388152,0.7604796634,1.0013129967,0.85464633,0.515429068,1.0243337678,1.2651671012,1.1185004345
Myles Gaskin,MIN,RB,5,0,0,0,0,0,0.6,-0.2,-0.33,0,0.2,0.2,2.2,11,0,0,0,0,0,0,0.2,0.4,,117,,CHI,1,18.5,0.7663934,SEA,0,20.4,0.9754098,GNB,1,17.7,0.8729508,Train,0.2415572777,2.3880019623,2.3489036016,2.3186577,0.4208719675,2.5449023159,2.5058039552,2.4755580536
Taylor Heinicke,LAC,QB,1,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,54,,TAM,1,23.1,1.2090909,DEN,1,13.8,0.7545455,NWE,0,14.3,1.0227273,Train,1.0139612182,3.5681251569,2.5926706114,2.4194887932,0.9673070975,3.5273028012,2.5518482557,2.3786664375
Isaiah Hodgins,NYG,WR,3,0,0,0,0,0,0,0,0,0,0.67,0.67,4,6,0,0,0,0,0,0,0.33,1.07,,172,,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Train,0.4360795926,3.8792619512,2.7411850281,2.957082464,1.0784263765,4.4413153871,3.3032384641,3.5191359
Hendon Hooker,DET,QB,2,1.5,2.5,12.5,0,0,0.5,-0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.45,,56,,BUF,1,13.5,0.5803571,CHI,0,10.4,0.5565476,SFO,0,14,0.6607143,Train,0.4955410046,2.0916340933,1.5292531409,1.8996698076,0.4566035382,2.0575638102,1.4951828578,1.8655995245
Terrell Jennings,NWE,RB,1,0,0,0,0,0,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,1,1.3,,116,,ARI,0,19.9,1.3333333,BUF,0,21.5,1.1818182,LAC,1,11.7,0.8787879,Train,1.3402611245,3.2960618172,3.4409103021,2.6806072718,1.3031986112,3.2636321181,3.408480603,2.6481775727
Brandon Johnson,PIT,WR,3,0,0,0,0,0,0,0,0,0,0.33,0.33,3,9,0,0,0,0,0,0,0.33,0.63,,175,,PHI,0,17.4,0.7682403,BAL,0,30.9,1.055794,KAN,1,18.8,0.8197425,Train,0.3407260581,2.1149593351,3.4937146999,2.5101095497,0.6464473358,2.3824654532,3.761220818,2.7776156678
Brevin Jordan,HOU,TE,2,0,0,0,0,0,0,0,0,0,1.5,1,3.5,3.5,0,0,0,0,0,0,0.5,1.35,,95,,MIA,1,5,0.9866071,KAN,0,9.8,0.8526786,BAL,1,8,1.0982143,Train,0.3834727086,1.1841993343,1.4008064772,1.4953600486,1.3564665509,2.0355689463,2.2521760892,2.3467296606
Ramel Keyton,LVR,WR,1,0,0,0,0,0,0,0,0,0,2,1,7,7,0,0,0,0,0,0,1,1.7,,179,,ATL,1,22,1.3315508,JAX,1,23.4,1.5347594,NOR,0,21.4,1.2620321,Train,0.7437552527,3.2339409263,3.3942617819,2.9169890547,1.7182439817,4.0866185642,4.2469394198,3.7696666925
Trey Lance,DAL,QB,1,4,6,21,0,1,3,17,5.67,0,0,0,0,0,0,0,0,0,0,0,1,0.5,,59,,CAR,0,18.6,1.5736041,TAM,1,23.1,1.3502538,PHI,0,13.1,0.9086294,Validation,0.9740825167,2.8696826082,3.5473475828,2.2531851462,0.4861909402,2.4427774788,3.1204424534,1.8262800169
Tyreik McAllister,LVR,WR,3,0,0,0,0,0,0.67,3.67,5.5,0,0,0,0,0,0,0,0,0,0,0,0.33,0.37,,173,,ATL,1,22,1.3315508,JAX,1,23.4,1.5347594,NOR,0,21.4,1.2620321,Train,0.4001559524,2.9332915386,3.0936123942,2.6163396669,0.3710007624,2.9077807473,3.068101603,2.5908288757
Nick Mullens,MIN,QB,2,0.5,0.5,12,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,,55,,CHI,1,10.4,0.7663934,SEA,0,16.4,0.9754098,GNB,1,13.7,0.8729508,Validation,0.5615808861,1.8580226196,2.228924259,2.1986783573,0.5395300555,1.8387281428,2.2096297822,2.1793838805
Michael Penix,ATL,QB,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,,58,,LVR,0,18,1.2837838,NYG,1,17.2,1,WAS,0,16.6,0.9954955,Train,0.6126166011,2.4644179043,2.606039526,2.2955890755,0.5678120471,2.4252139196,2.5668355413,2.2563850908
Dante Pettis,NOR,WR,1,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,1,1.8,,177,,WAS,1,20.6,0.9285714,GNB,0,19.4,0.894958,LVR,1,17.2,1.197479,Train,0.8351310486,3.1335968104,2.7602354659,2.8204875667,1.808303236,3.9851224744,3.6117611298,3.6720132307
Kendric Pryor,CIN,WR,1,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,1,1.9,,176,,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,0.9366236591,2.5569531091,3.7313975536,2.7210271832,1.9100050005,3.4086617829,4.5831062273,3.5727358569
Tip Reiman,ARI,TE,10,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,3,0,0,0,0,0,0,0.1,0.26,,100,,NWE,1,6.4,0.9453782,CAR,0,11.5,1.302521,LAR,0,9.2,1.0042017,Train,0.1021083702,1.0738826391,1.3695969248,1.109764992,0.2692502292,1.2201317657,1.5158460514,1.2560141186
John Ross,PHI,WR,1,0,0,0,0,0,0,0,0,0,2,1,6,6,0,0,0,0,0,0,1,1.6,,181,,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,0.6422626422,2.7245280744,2.7073079972,3.0931767231,1.6165422172,3.5770227026,3.5598026254,3.9456713512
John Samuel Shenker,LVR,TE,5,0,0,0,0,0,0,0,0,0,0.2,0.2,1.4,7,0,0,0,0,0,0,0.2,0.34,,96,,ATL,1,8.1,1.3315508,JAX,1,9.1,1.5347594,NOR,0,6.2,1.2620321,Train,0.1816696578,1.3521160308,1.4724368864,0.9051641592,0.3548727977,1.5036687782,1.6239896338,1.0567169065
Ainias Smith,PHI,WR,4,0,0,0,0,0,0.25,0.5,2,0,0.75,0.75,1.5,2,0,0,0,0,0,0,0.25,0.95,,178,,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,0.2257979806,2.3601214955,2.3429014183,2.7287701442,0.9501169579,2.9939006007,2.9766805235,3.3625492493
Jack Stoll,PHI,TE,7,0,0,0,0,0,0,0,0,0,0.43,0.29,1.43,5,0,0,0,0,0,0,0.14,0.43,,92,,PIT,1,6,0.6254826,WAS,0,6.9,0.8532819,DAL,1,7.5,1.1119691,Train,0.1850012837,1.0744243858,0.9372043086,1.2730730344,0.4456869101,1.3025243089,1.1653042316,1.5011729575
Geoff Swaim,CLE,TE,7,0,0,0,0,0,0,0,0,0,0.14,0.14,1,7,0,0,0,0,0,0,0.14,0.24,,97,,KAN,1,9.8,1.1790123,CIN,0,9.6,1.6604938,MIA,1,5,1.3641975,Train,0.1423120565,1.472424284,1.2505724322,1.0109428026,0.2555005502,1.571464216,1.3496123642,1.1099827345
Ian Thomas,CAR,TE,5,0,0,0,0,0,0,0,0,0,1.2,0.6,1.4,2.33,0,0,0,0,0,0,0.2,0.74,,98,,DAL,1,7.5,1.7245509,ARI,1,5.3,1.3173653,TAM,0,9.6,1.5928144,Train,0.1804989953,1.3303917107,1.0696731478,1.277218058,0.7504675866,1.8291142281,1.5683956652,1.7759405754
Eric Tomlinson,LAC,TE,8,0,0,0,0,0,0,0,0,0,0.5,0.25,1.13,4.5,0,0,0,0,0,0,0.13,0.36,,93,,TAM,1,9.6,1.2090909,DEN,1,6.2,0.7545455,NWE,0,6.4,1.0227273,Train,0.1567307622,1.4680485078,1.0825939624,0.8794121442,0.3767079437,1.6605285416,1.2750739962,1.071892178
Casey Washington,ATL,WR,6,0,0,0,0,0,0,0,0,0,0.17,0.17,2.33,14,0,0,0,0,0,0,0.17,0.4,,170,,LVR,0,17.2,1.2837838,NYG,1,20.4,1,WAS,0,20.6,0.9954955,Validation,0.2829477795,2.0959576855,2.6375793071,2.4071288566,0.4203702222,2.2162023228,2.7578239444,2.527373494
Jared Wiley,KAN,TE,7,0,0,0,0,0,0,0,0,0,0.14,0.14,1,7,0,0,0,0,0,0,0.14,0.24,,99,,CLE,0,4.7,1.0333333,HOU,1,4.7,0.9416667,PIT,0,6,0.675,Train,0.1423120565,0.6978563828,0.9386897161,0.7920230495,0.2555005502,0.7968963148,1.0377296481,0.8910629814
Isaiah Williams,DET,WR,2,0,0,0,0,0,0,0,0,0,1.5,1,3,3,0,0,0,0,0,0,0.5,1.3,,182,,BUF,1,17,0.5803571,CHI,0,16,0.5565476,SFO,0,19.5,0.6607143,Train,0.3327264033,2.2991713172,1.9467903648,2.3072070315,1.3056156687,3.1504494244,2.798068472,3.1584851387
Rasheen Ali,BAL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,120,,NYG,0,18.4,0.7302632,PIT,1,16.6,0.5328947,HOU,0,15.2,0.7434211,Train,0.0472492146,1.9543693785,2.0046325364,1.635685168,0.0076193485,1.9196932457,1.9699564036,1.6010090352
Brandon Allen,SFO,QB,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,-0.1,,66,,LAR,1,15.8,0.956,MIA,0,11.7,0.884,DET,1,14.4,0.708,Train,-0.051213268,1.8807883903,1.2135883903,1.7159883903,-0.091314888,1.8456994727,1.1784994727,1.6808994727
Javon Baker,NWE,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,192,,ARI,0,19.9,1.3333333,BUF,0,17,1.1818182,LAC,1,18.2,0.8787879,Validation,0.0694288557,2.184083582,1.8789320669,2.2186290366,0.0697866313,2.1843966357,1.8792451205,2.2189420902
Brenden Bates,NYJ,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,104,,JAX,0,9.1,1.5513514,LAR,1,9.2,1.2918919,BUF,0,5.1,1.0540541,Train,0.0472492146,1.1064781979,1.3405322519,0.6567484681,0.0076193485,1.071802065,1.3058561191,0.6220723353
Andrew Beck,GNB,RB,3,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,,,,121,,SEA,0,20.4,0.952,NOR,1,22.4,0.944,MIN,0,13.2,0.68,Train,0.0505877634,2.1794642929,2.6286642929,1.4322642929,0.0114613768,2.1452287047,2.5944287047,1.3980287047
Jaheim Bell,NWE,TE,8,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,1,0,0,0,0,0,0,,0.14,,103,,ARI,0,5.3,1.3333333,BUF,0,5.1,1.1818182,LAC,1,5.4,0.8787879,Train,0.0568716597,0.7130960356,0.6779445204,0.9276414901,0.1503181502,0.7948617148,0.7597101996,1.0094071693
Braxton Berrios,MIA,WR,6,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,,,,193,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.0540274803,2.5621359237,2.369925979,2.7542906199,0.0154198302,2.5283542299,2.3361442852,2.7205089261
Raheem Blackshear,CAR,RB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,,,,122,,DAL,1,22.4,1.7245509,ARI,1,19.9,1.3173653,TAM,0,19.5,1.5928144,Train,0.0571162034,2.7124317678,2.4217132049,2.1592581151,0.0146341787,2.6752599962,2.3845414333,2.1220863435
Chris Blair,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,194,,LVR,0,17.2,1.2837838,NYG,1,20.4,1,WAS,0,20.6,0.9954955,Train,0.0472492146,1.8897214411,2.4313430627,2.2008926123,0.0076193485,1.8550453083,2.3966669299,2.1662164795
Khari Blasingame,CHI,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,123,,MIN,0,13.2,0.8762887,DET,1,15.2,0.9123711,SEA,1,20.4,1.2268041,Validation,0.0694288557,1.4683791147,1.9219873621,2.4734306611,0.0697866313,1.4686921683,1.9223004158,2.4737437147
Gary Brightwell,CLE,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,124,,KAN,1,10,1.1790123,CIN,0,16.3,1.6604938,MIA,1,20.4,1.3641975,Train,0.0472492146,1.4092442973,1.8373924455,2.4677628158,0.0076193485,1.3745681645,1.8027163126,2.433086683
British Brooks,HOU,RB,5,0,0,0,0,0,0.2,0.4,2,0,0,0,0,0,0,0,0,0,0,0,,0.04,,119,,MIA,1,20.4,0.9866071,KAN,0,10,0.8526786,BAL,1,15.2,1.0982143,Train,0.0818682877,2.460295466,1.1569026088,1.9514561803,0.0466180424,2.4294515014,1.1260586443,1.9206122157
Jake Browning,CIN,QB,2,0,0,0,0,0,0.5,-0.5,-1,0,0,0,0,0,0,0,0,0,0,0,,-0.05,,65,,TEN,0,16.2,0.9740741,CLE,1,16.6,0.9185185,DEN,1,13.8,0.6148148,Train,-0.000646605,1.7168416278,2.0012860722,1.6909157018,-0.041619309,1.6809905118,1.9654349563,1.6550645859
Marquez Callaway,TAM,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,195,,LAC,0,18.2,0.5197133,DAL,0,21.7,1.0322581,CAR,1,19,1.1111111,Train,0.0472492146,1.9133143889,2.3145688692,2.3024541738,0.0076193485,1.8786382561,2.2798927364,2.267778041
DJ Chark,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,196,,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Train,0.0472492146,2.8022521536,1.9567976082,2.11361579,0.0076193485,2.7675760208,1.9221214754,2.0789396572
Irvin Charles,NYJ,WR,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,,,,197,,JAX,0,23.4,1.5513514,LAR,1,24.3,1.2918919,BUF,0,17,1.0540541,Train,0.048260896,2.5373634191,2.8514174732,1.8476336894,0.0087835995,2.5028207847,2.8168748387,1.8130910549
Chris Collier,BAL,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,125,,NYG,0,18.4,0.7302632,PIT,1,16.6,0.5328947,HOU,0,15.2,0.7434211,Train,0.0472492146,1.9543693785,2.0046325364,1.635685168,0.0076193485,1.9196932457,1.9699564036,1.6010090352
Chris Conley,SFO,WR,7,0,0,0,0,0,0,0,0,0,0.86,0.14,0.57,4,0,0,0,0,0,0,,0.2,,186,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Validation,0.0687900825,2.8357913222,1.8485913222,2.7309913222,0.2369699138,2.9829486746,1.9957486746,2.8781486746
Elijah Cooks,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,198,,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,0.0472492146,2.0477451791,1.9121367135,2.0704965019,0.0076193485,2.0130690463,1.8774605807,2.0358203691
Malachi Corley,NYJ,WR,6,0,0,0,0,0,0.17,3,18,0,0.5,0.33,1,3,0,0.17,0.17,0,0,0,,0.4,,187,,JAX,0,23.4,1.5513514,LAR,1,24.3,1.2918919,BUF,0,17,1.0540541,Test,0.047764512,2.5369290831,2.8509831372,1.8471993534,0.3601365906,2.810254652,3.124308706,2.1205249222
River Cracraft,MIA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,199,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.0472492146,2.5562049412,2.3639949964,2.7483596373,0.0076193485,2.5215288084,2.3293188636,2.7136835045
Devin Culp,TAM,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,105,,LAC,0,5.4,0.5197133,DAL,0,7.5,1.0322581,CAR,1,11.5,1.1111111,Test,0.2800863702,0.8370469001,1.0983013804,1.756186685,0.178066679,0.7477796703,1.0090341505,1.6669194552
Jeff Driskel,WAS,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,63,,NOR,0,13.9,0.8428571,PHI,1,13.1,0.6392857,ATL,1,18.2,0.8892857,Train,0.0472492146,1.515628777,1.6652716342,2.2002716342,0.0076193485,1.4809526442,1.6305955013,2.1655955013
Ross Dwelley,ATL,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,106,,LVR,0,9.4,1.2837838,NYG,1,3.9,1,WAS,0,6.9,0.9954955,Train,0.0472492146,1.1097214411,0.7813430627,0.8308926123,0.0076193485,1.0750453083,0.7466669299,0.7962164795
Erik Ezukanma,MIA,WR,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,200,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,0.0674828437,2.5739093667,2.381699422,2.7660640629,0.0309043687,2.5419032011,2.3496932563,2.7340578972
Princeton Fant,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,107,,CAR,0,11.5,1.5736041,TAM,1,9.6,1.3502538,PHI,0,4.6,0.9086294,Train,0.0472492146,1.3487034688,1.3863684434,0.5922060069,0.0076193485,1.314027336,1.3516923106,0.5575298741
Anthony Firkser,NYJ,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,108,,JAX,0,9.1,1.5513514,LAR,1,9.2,1.2918919,BUF,0,5.1,1.0540541,Train,0.0472492146,1.1064781979,1.3405322519,0.6567484681,0.0076193485,1.071802065,1.3058561191,0.6220723353
Tucker Fisk,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,109,,TAM,1,9.6,1.2090909,DEN,1,6.2,0.7545455,NWE,0,6.4,1.0227273,Train,0.0472492146,1.3722521536,0.9867976082,0.78361579,0.0076193485,1.3375760208,0.9521214754,0.7489396572
John FitzPatrick,GNB,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,110,,SEA,0,7.5,0.952,NOR,1,6.2,0.944,MIN,0,6,0.68,Train,0.0472492146,0.8865430627,1.0057430627,0.7093430627,0.0076193485,0.8518669299,0.9710669299,0.6746669299
Bryce Ford-Wheaton,NYG,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,201,,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Train,0.0472492146,3.5390353704,2.4009584473,2.6168558832,0.0076193485,3.5043592376,2.3662823145,2.5821797504
Feleipe Franks,CAR,TE,9,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,,,,111,,DAL,1,7.5,1.7245509,ARI,1,5.3,1.3173653,TAM,0,9.6,1.5928144,Test,0.2865315593,1.4231702042,1.1624516413,1.3699965515,0.1817772389,1.3315101738,1.070791611,1.2783365212
Reggie Gilliam,BUF,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,126,,DET,0,15.2,0.6082474,NWE,1,20.9,0.7731959,NYJ,1,18.3,0.7560137,Train,0.0472492146,1.622167805,2.4586626504,2.1969444373,0.0076193485,1.5874916722,2.4239865175,2.1622683045
